Id,conversation_text
846,"வாங்க, வாங்க! இந்த movie-ய பாத்தீங்களா? செம்ம interesting-aa இருக்கு. ஹீரோ complete-la வேற level-ல act பண்ணிருக்காரு! எனக்கு கொஞ்சம் late-ஆச்சு, bus-la வந்தேன். Traffic ரொம்ப confusion-nu இருந்துச்சு. அடுத்து weekend-u எங்கேயாவது trip-ku plan பண்ணலாமா? Ooty-aa இல்ல Kodaikanal-aa… யோசிச்சுட்டு சொல்றேன். சரி, lunch order பண்ணலாமா?"
847,"சினிமாவுக்கு போகலாம்னு இருக்கேன், ஆனா எந்த movie-nu decide பண்ண முடியல. புதுசா வந்த அந்த action film நல்லா இருக்குமா? இல்ல comedy-aa best-u? என் friend சொன்னதுக்கு அப்புறம் ரொம்ப confusion-nu இருக்கு.  Ticket book பண்ணனும், time-la waste பண்ணக் கூடாது. ஏதாவது suggestion இருந்தா சொல்லு, please-u."
848,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆகவே மாட்டேங்குது! ரொம்ப frustration-aa இருக்கு. காலையில இருந்து try பண்ணிட்டே இருக்கேன். Battery-la problem-nu தோணுது. சரி, laptop-la கொஞ்சம் work முடிச்சுட்டு service center-ku கூப்பிடலாம். வேற வழி இல்ல. அப்புறம், evening friends எல்லாரும் cinema-ku போகலாம்னு plan பண்ணியிருக்கோம். Ticket book செஞ்சிருக்கியா இல்லயான்னு ask பண்ணனும்."
849,"அட, phone-u சார்ஜ் ஏறவே மாட்டேங்குது! Battery ரொம்ப weak-aa ஆயிடுச்சு. புது phone வாங்கலாம்னு இருக்கேன்… Samsung-la latest model பாக்கலாம்னு நெனக்கிறேன். Price கொஞ்சம் அதிகமா இருந்தாலும், camera quality best-u இருக்கும்னு கேள்விப்பட்டேன். Weekend-la shop-கு போலாமா? அப்புறம், அம்மா-க்கு saree வாங்கணும். Silk cotton best-aa irukum-nu நினைக்கிறேன்."
850,"அட, இந்த app-u update பண்ணினதுக்கு அப்புறம் ரொம்ப slow-ஆ இருக்கு! என்ன problem-nuனே தெரியல.  முன்னாடி smooth-ஆ வேலை செஞ்சது, இப்ப loading-la time எடுக்குது. Data pack check பண்ணனும், இல்ல network issue-aa? சரி, first restart பண்ணிப் பார்க்கலாம். அப்போதான் தெரியும் correct-u இல்லையான்னு. ஆனா ரொம்ப irritating-aa இருக்கு, serious-a!"
851,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆக ரொம்ப time எடுத்துக்குது-nu தோணுது. Battery life கொஞ்சம் disappoint-aa இருக்கு.  நேத்து night movie-க்கு போயிருந்தேன், ரொம்ப late-ஆ வீட்டுக்கு வந்தேன். காலையில alarm கேட்கவே இல்லை. இப்போ office-la boss கிட்ட explain பண்ணனும், கொஞ்சம் tension-aa இருக்கு. Coffee break-u wait பண்றேன், அதுக்கப்புறம் தான் கொஞ்சம் relax ஆகும்."
852,"அட, இந்த new phone-u வாங்குனதுல கொஞ்சம் confusion-nu இருக்கு. Camera quality ரொம்ப good-aa இருக்கே, ஆனா battery life சரியில்ல. சார்ஜ் போட்டா quick-ஆ down ஆயிடுது. சரி, problem என்னனு YouTube-la check பண்ணலாம். ஒருவேளை software update வந்திருக்கான்னு பார்க்கலாம். இல்லனா shop-கு போய் exchange பண்ணலாமா-nu யோசிக்கிறேன். ரொம்ப irritating-aa இருக்கு!"
853,"Ayyo, en phone-u சார்ஜ் ஏறவே மாட்டேங்குது! Battery ரொம்ப weak-aa இருக்கு. அட, இன்னைக்கு evening ஒரு movie பார்க்கலாமா-nu யோசிச்சேன். புது Thalaivar movie வந்திருக்கே, book பண்ணவா? இல்லை, veetu-ku போய் charge ஏத்திட்டு, later பாக்கலாம். சரியான confusion-nu இருக்கு. சரி, first சார்ஜ் பண்றதுதான் best-u!"
854,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப மோசமா இருக்கு. சார்ஜ் பண்ணா சரியா lasting-a இல்ல.  காலையில 100% சார்ஜ் பண்ணுவேன், மதியம் itself 40% குறைஞ்சிடும். என்ன problem-nu யோசிச்சுட்டே இருக்கேன். Friend சொன்னான் software update பண்ணனும்னு, try பண்ணவா-aa? இல்ல வேற ஏதும் issue-a இருக்குமா?"
855,"அடேங்கப்பா, இந்த new phone-u சார்ஜ் ரொம்ப fast-aa போகுது! காலையில full charge பண்ணியும், இப்பம் already 40% -la இருக்கு. ஏதாவது app background-la run aarumaa? இல்ல battery problem-aa? கொஞ்சம் confusion-nu இருக்கு. சரி, lunch break-u வேற வந்துடுச்சு. சாப்பாடு வாங்கிட்டு வந்து check பண்ணலாம். ஏதாவது app பிரச்சனை இருந்தா uninstall பண்ணிடலாம் – சரியா?"
856,"Ada, en phone-la battery life ரொம்ப short-aa irukku! சார்ஜ் போட்டா just paarha hours-la down aagiduchu. New phone vaangalaamnu ninaikkiraen, ஆனா budget-u பிரச்சனை. Samsung models vera options paakkalaamnu feel panraen, ஏன்னா camera quality-ku முக்கியத்துவம் கொடுக்கணும். Appadi na enga pocket friendly option irukumaa?"
857,"ஏய், இந்த app-u update pannura time-la full confusion-nu இருக்கு. என்ன problem-nu பாத்தா, storage space சரியில்லன்னு காட்டுது. Seriously? நான் ஏற்கனவே நிறைய files delete பண்ணிட்டேன்-u!  சரி, ஒரு chance கொடுத்து delete பண்ணி மறுபடியும் try பண்ணலாம். ഇല്ലையென்றால், வேற phone-kku transfer செய்ய வேண்டியது தான். கொஞ்சம் headache-aa இருக்கு."
858,"அடப்பாவி! இந்த app-u update பண்ணினதுக்கு அப்பறம், everything just vanished-aa? எல்லா data-வும் gone-nu காட்றது. ரொம்ப tension-a இருக்கு. முக்கியமான files எல்லாம் save பண்ணியிருந்தேன். சரி, வேற option illa, customer care-u call பண்ணி பார்க்கிறேன். Hopefully அவங்க fix பண்ணுவாங்க. இல்லாட்டி, ரொம்ப headache-u."
859,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்டா two hours-la வெறும் smoke-ஆ போயிடுது!Seriously confusion-nu இருக்கு. கடைக்காரன் கிட்ட பேசணுமா, இல்ல வேற model-aa வாங்கலாமான்னு யோசிக்கிறேன். Enna panrathu best-u? அப்புறம், இந்த weekend ஊருக்குப் போகலாம்னு இருக்கேன். குடும்பத்துக்காக கொஞ்சம் gift-s வாங்கணும், ஏதாவது suggestions இருந்தா சொல்லுங்க."
860,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளேயே down ஆயிடுது. என்ன பண்றதுன்னே தெரியல-u! கொஞ்சம் frustration-nu இருக்கு. சரி, weekend-la movie பாக்க போகலாம்னு இருக்கேன். LKG-movie நல்லா இருக்குன்னு கேள்விப்பட்டேன். நீ வர்றியா?” (Adeṅgapā! Inda new phone-u vāṉunathukku apparam battery life romba disappointing-aa irukku. Chārj paṇṇi konja nerattukkullēyē down āyiduṭu. Enna paṇṟatunnē theriyala-u! Konjam frustration-nu irukku. Sari, weekend-la movie pākka pogalāmnu irukkēn. LKG-movie nallā irukkuṉnu kēlvippattēn. Nī varriya?)"
861,"சினிமா tickets book பண்ண மறந்துட்டேன்! Seriously-la, என்ன confusion-nu எனக்கு. Weekend-ku ஒரு நல்ல movie பார்க்கணும்னு நெனச்சேன், ஆனா இப்ப seat illa-nu காட்டுது. App-la ஏதோ problem-u இருக்குன்னு நினைக்கிறேன். Reset பண்ணி பாக்கட்டுமா-aa? இல்ல ticket counter-ku direct-a போகலாமா-nu யோசிக்கிறேன். ரொம்ப frustrating-aa இருக்குது."
862,"டேய், இந்த new phone-u வாங்குனதுல கொஞ்சம் confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but battery life ரொம்ப கம்மியா இருக்குல்ல? சார்ஜ்-u சீக்கிரமா down ஆயிடுது.  App settings கொஞ்சம் complex-aa இருக்கு, எப்படி customize பண்ணனும்னு தெரியல. YouTube tutorial பாக்கலாமா-nu யோசிக்கிறேன். சரி, கொஞ்சம் research பண்ணிட்டு, அப்புறம் உனக்கு சொல்றேன்-u."
863,"அடப்பாவி! இந்த app-u update பண்ணினதுக்கு அப்பறம் ரொம்ப slow-ஆ இருக்கு. Seriously frustration-nu இருக்கு! முன்னாடி எல்லாம் speed-u சூப்பரா இருக்கும். சரி, வேற option ஏதும் இருக்கான்னு பாக்கலாம். Google play store-la review பார்க்கலாமா? இல்ல, வேற app download பண்ணட்டுமா-nu யோசிக்கிறேன். கொஞ்சம் confusion-aa இருக்கு."
864,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட கொஞ்ச நேரத்துலயே finish ஆயிடுது. Seriously frustration-nu இருக்கு! Engineer-ku காட்டுனா சரி பண்ணுவாருன்னு நெனக்கிறேன். இல்லன்னா return பண்ணிடலாம்-aa? கொஞ்சம் confusion-nu இருக்கு, என்ன பண்றதுன்னு தெரியல."
865,"சார், இந்த app-u update பண்ணினதுக்கு அப்புறம் ரொம்ப slow-a இருக்கு. Signal-um கிடைக்கல, frustration-nu தான் இருக்கு!  Yesterday வரைக்கும் perfect-ஆ வேலை செஞ்சது. என்ன problem-o தெரியல. Tech support-ku call பண்ணவா, இல்லை restart பண்ணி பார்க்கலாமா-aa? ரொம்ப important email வரணும். Mudivu-nu தான் இருக்கும்."
866,"அட, இந்த app update-u வந்ததிலிருந்து நெறைய issues இருக்கு. ரொம்ப slow-ஆ loading ஆகுது! Yesterday full day-la data backup எடுக்க ட்ரை பண்ணேன், ஆனால் mudivu-nu தெரியல. சரி, வேற option என்ன இருக்குன்னு பார்க்கலாம். Google play store-la review பாக்கலாமா? இல்ல reset பண்ணட்டுமா? கொஞ்சம் confusion-nu இருக்கு actually. உதவிக்கு யாரையாவது call பண்ணனும்."
867,"அடப்பாவி! இந்த new phone-u வாங்கினதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ்-ing போடுறதுலயே டைம் போகட்டுது.  நேத்து movie-la பார்த்தேன், ரொம்ப interesting-u இருந்துச்சு. ஆனா understanding கொஞ்சம் difficult-nu தோணுது. Tamil subtitles இருந்தா perfect-aa இருக்கும், என்ன சொல்றீங்க? நாளைக்கு gym-ku போலாமா, கொஞ்சம் fresh air வேணும்."
868,"அடேங்கப்பா, இந்த phone-u சார்! சார்ஜ் ரொம்ப fast-aa போகுது. காலையில full charge பண்ணேன், இப்ப 50% தான் இருக்கு-nu தோணுது. என்ன பண்றதுன்னு கொஞ்சம் confusion-aa இருக்கு. சரி, lunch break-u नजदीकத்துல-la இருக்கே, ஏதாவது சாப்பாடு order பண்ணலாமா? Biryani நல்லா இருக்கும்னு நினைக்கிறேன்-u. ஆனா diet-ku முக்கியம், so salad-a try பண்ணலாமா-aa? என்ன சொல்றீங்க?"
869,"அடப்பாவி! இந்த new phone-u வாங்கியதிலிருந்து battery life அவ்ளோ worst-aa இருக்கு. சார்ஜ் பண்ணா literally ஒரு மணி நேரத்துல down ஆயிடுது! என்ன பண்றதுன்னே தெரியல. Service center-ku போகலாமான்னு யோசிச்சுட்டு இருக்கேன், ஆனா time இல்ல. அப்பா! இந்த problem-nu யார்ட்டயும் சொன்னா நம்ப மாட்டாங்க, but it's true-u. சாப்பாடு ஆர்டர் பண்ணலாமா? என்ன வேணும்னு சொல்லு."
870,"என்னடா இது, phone-u சார்ஜ் ஏறவே மாட்டேங்குது! Battery ரொம்ப weak-aa இருக்கு.  இன்னைக்கு shopping-ku போகலாம்னு இருந்தேன், ஆனா இந்த phone இப்படி பண்ணுதுன்னா எப்படி? Seriously frustration-nu இருக்கு. ஒரு power bank வாங்கலாமா-aa? இல்ல புது phone-a பார்க்கலாமா-nu யோசிக்கிறேன். கொஞ்சம் confuse-la இருக்கேன், என்ன பண்றதுன்னு தெரியல."
871,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் பண்ணிட்டா உடனே down ஆயிடுது! என்ன பண்றதுன்னே தெரியல-u. App settings எல்லாம் check பண்ணிட்டேன், problem same தான் இருக்கு. சரி, weekend-la Chennai trip plan பண்ணியிருக்கோம், அதனால கொஞ்சம் distract ஆகலாம்னு நினைக்கிறேன். Train tickets book செஞ்சா perfect-u."
872,"டேய், இந்த new phone-u வாங்குனது கொஞ்சம் confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but battery life சரியில்ல-aa? சார்ஜ் போட்டா two hours-la வெறும் போயிடுது.  App store-la battery saver app ஏதாவது இருக்கான்னு பாரு. இல்லனா பழைய phone-க்கு திரும்பிப் போறது தான். Seriously, ரொம்ப irritating-aa இருக்கு, என்ன பண்றது-nu தெரியல."
873,"சரி, இந்த movie-nu பார்க்க ரொம்ப excited-a இருக்கேன்! நேத்து trailer பார்த்தேன், super-aa இருக்குன்னு சொன்னாங்க. நண்பர்களோட weekend-la plan பண்ணலாம்னு இருக்கேன். டிக்கெட் booking complete ஆகுதான்னு check பண்ணனும். அப்புறம் dinner-ku biryani order பண்ணலாம், best-u! கொஞ்சம் late ஆகும்னு நினைக்கிறேன். Traffic problem-nu சொல்லிட்டு இருப்பாங்க."
874,"அடேங்கப்பா, இந்த app update-u ரொம்ப confusion-nu இருக்கு! பழைய version-la எல்லாம் easy-ஆ இருந்தது.  இப்ப setting-aa change பண்ணவே ரொம்ப time-u எடுத்துக்குது. சரி, ஒரு tutorial video பார்க்கலாமா? இல்ல, tech support-ku call பண்ணட்டுமா? கொஞ்சம் help-u வேணுமு. வேற வழி இல்ல-nu தோணுது."
875,"என்னடா இது, phone-u சார்ஜ் ஆகவே மாட்டேங்குது! ரொம்ப frustration-nu இருக்கு. நேத்து night-la full charge போட்டேன், ஆனா இன்னைக்கு morning வெறும் 20% தான் இருக்கு. Battery problem-aa? வேற phone வாங்கலாமான்னு யோசிச்சுட்டு இருக்கேன். Samsung-la latest model super-aa இருக்கு, ஆனா price கொஞ்சம் high-u. என்ன பண்ணலாம்னு சொல்லுங்க பார்ப்போம்?"
876,"அடேங்கப்பா, இந்த app-u update panna-nu பார்த்தியா? ரொம்ப slow-aa irukku! Earlier function சரியா work aagumaa nu doubt-u.  சரி, விடுங்க. Weekend-ku Chennai-ku trip plan pannalam-aa? Mama veetu-ku poi biriyani sapida kannum full-aa irukku. Ticket booking finish correct-aa?"
877,"அட, phone-u சார்ஜ் ஏறவே மாட்டேங்குது! ரொம்ப frustration-aa இருக்கு. காலையில இருந்து important calls miss பண்ணிட்டேன். சார்ஜ்jer-u எங்கயோ விட்டுட்டு வந்துட்டேன்னு நினைக்கிறேன், இல்லனா cable தான் problem-nu தோணுது. சரி, முதல்ல coffee shop-ku போய் கொஞ்சம் chill பண்ணலாம். After that புதுசா வந்த movie-u பார்க்கலாமா-aa? ரொம்ப excited-la இருக்கேன் அதைப் பத்தி."
878,"என்னது, app update-aa? Again-ah? எரிச்சலா இருக்கு! இந்த developer-ukku என்ன problem-nu எனக்கு புரியல. Last week-la update பண்ணினாங்க, இப்ப திரும்பவும்!  சரி fine, download பண்ணிட்டு பாக்கலாம். ஆனா, data pack balance-u check பண்ணனும். Weekend-la movie பார்க்கணும்னு இருக்கேன், ticket book செய்றதுக்கு முன்னாடி problem எதுவும் இருக்க கூடாது. Otherwise headache-u!"
879,"அடேங்கப்பா, இந்த new phone-u வாங்கியதுல இருந்து battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் கொஞ்சம் தான் hold pannuthu-nu தோணுது. அடிக்கடி charge பண்ணனும்.  நண்பர்களோட movie பார்க்க போகலாம்னு இருக்கேன், ஆனா phone switch off ஆயிடுமோன்னு ஒரு confusion-nu இருக்கு. Power bank எடுத்துட்டுப் போறது best-u இல்லையா என்ன? சரி, எல்லாம் ok தான். movie நல்லா இருந்தா போதும்.” (Adeṅgapā, inta new phone-u vāṅkiyatuḻil iruntu battery life romba kaṣṭamā irukku. Cārj konjam tāṉ hol ppaṇṇuthu-nu tōṇuthu. Aṭikkati cārj paṇṇum. Naṉpaṉkaḷōṭu movie pārkka pōkālaṁnu irukkēṉ, āṇā phone switch off āyidumōṉnu oru confusion-nu irukku. Power bank eṭuttuppōratu best-u illaiyā enna? Carri, ellām ok tāṉ. Movie nallā iruntā pōthum.)"
880,"ஹலோ! இந்த app-u use பண்ணிப் பாருங்க, ரொம்ப easy-u இருக்கு.  நேத்து theatre-la movie பார்க்க போனேன், seat book பண்ண மறந்துட்டேன்! என்ன confusion-nu வருது.  கடைசியா standing-laதான் பார்த்தேன், neck pain-aa ஆயிடுச்சு. சரி, weekend-u beach-ku drive பண்ணலாம்னு இருக்கேன். Ready-aa?"
881,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போடுறதுக்குள்ளையே தீர்ந்துடுது! என்ன பண்றதுன்னு தெரியல-u. App எல்லாம் close பண்ணியும் same problem-nu இருக்கு. கடைக்கு போய் exchange பண்ணலாமா-aa? இல்ல service center-ku போறது best-u? கொஞ்சம் confusion-nu இருக்கு. அம்மா கிட்ட advice கேக்கணும்."
882,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்ட உடனே down-aa போகுது! ரொம்ப frustration-nu இருக்கு. சரி, weekend-la ஊட்டி trip plans finalize பண்ணனும். Hotel book செஞ்சா perfect-u! Mama-ku phone பண்ணி கேக்கணும், ready-aa இருக்காரான்னு. ஆனா traffic problem இருந்தா கொஞ்சம் delay-a போகலாம்."
883,"அடப்பாவி! இந்த new phone-nu சார்ஜ் ஏறவே மாட்டேங்குது. Battery life ரொம்ப worst-u!  நேத்து வாங்கினதுக்குள்ள இப்படி panniduchchaa? சரி, service center-ku போனா problem solve-aaguma-nu தோணுது. இல்லன்னா refund ask பண்ணிடலாம், என்ன பண்றதுன்னு confusion-nu இருக்கு. ரொம்ப irritating-aa இருக்கு ப்ரோ!"
884,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப worst-aa இருக்கு! சார்ஜ் பண்ணா quick-ஆ போயிடுது.  சரி, weekend-la ஊட்டி trip plan பண்ணலாம்னு இருக்கேன். Tickets book செஞ்சிட்டேன். நீ come-nu சொல்லு, ரொம்ப fun-aa இருக்கும். Hotel room-u already confirm பண்ணிட்டேன்-u."
885,"சாப்பாடு order பண்ண கொஞ்சம் confusion-nu இருக்கு. இந்த menu-la எல்லாமே புதுசா இருக்கே! Chicken biryani-ku famous-aa? இல்ல, fish curry try பண்ணலாமா-aa? கொஞ்சம் spicy இருக்கணும்னு தோணுது. My friend சொன்னாரு இந்த restaurant-la meals best-uன்னு.சரி, biryani-ku order பண்ணிடறேன். Delivery time எவ்ளோ ஆகும்னு tell பண்ணுங்க. Okay-la? ரொம்ப hungry-aa இருக்கு!"
886,"அடப்பாவி phone-u சார்! சார்ஜ் எப்ப பாரு குறைஞ்சுகிட்டே இருக்கு. Battery life ரொம்ப worst-aa இருக்கு nowadays-u.  இந்த weekend ஊருக்குப் போகலாம்னு இருக்கேன், bus ticket book பண்ணனும். Mama-க்கு sweets கொஞ்சம் வாங்கணும், அவங்களுக்கு ரொம்ப favourite-u அது. Chennai-la traffic எப்படி இருக்கும்னு தெரியல, கொஞ்சம் tension-aa இருக்கு."
887,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆக ரொம்ப time எடுக்குது nu தோணுது. கொஞ்சம் irritating-aa இருக்குல்ல?  சரி, விடுங்க. Weekend-u ஊட்டி trip plan பண்ணலாம்னு இருக்கேன். Tickets book செஞ்சிட்டா perfect-u . Weather report பாத்துட்டு confirm பண்ணனும், சரியா? கொஞ்சம் excitement-aa இருக்கு actually!"
888,"சார், இந்த app-u update பண்ணினதுக்கு அப்புறம் ரொம்ப slow-ஆ இருக்கு! என்ன problem-nu கொஞ்சம் check பண்ணுங்க. Yesterday night வரைக்கும் fast-ஆ இருந்தது. இப்ப loading ஆக hours ஆகும் மாதிரி இருக்கு! முக்கியமான email send பண்ணனும், urgent-u. இது சரியா வரலனா வேலை mudiyumaa? வேற option ஏதும் இருக்கா?"
889,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கம்மியா இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே low battery-னு காட்டுது! என்ன பண்றதுன்னே தெரியல. Actually, app எல்லாமே background-la run பண்ணிட்டு இருக்குனு நினைக்கிறேன். Settings-la check பண்ணி பாக்குறேன், சரியா வரலைனா service center-ku போக வேண்டியது தான். ரொம்ப frustration-aa இருக்கு! வேற வழி இல்லன்னு தோணுது."
890,"என்னடா இது! புது phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப கம்மியா இருக்கு. சார்ஜ் பண்ணா சரியா மணிக்கணக்குல lasting-u இருக்கணும்ல? அடப்பாவி phone-nu தோணுது.  சரி, இந்த problem-a customer care-ku சொல்லிட்டு பாக்கலாம். அவங்க ஏதாவது solution தருவாங்களான்னு பார்க்கணும். இல்லன்னா பழைய phone-a ही use பண்ண வேண்டி இருக்குமோnu confused-aa இருக்கு."
891,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணியே கொஞ்ச நேரத்துல down-aa போகுது! Seriously, என்ன problem-nu யோசிச்சுட்டே இருக்கேன். சரி விடு, இன்னைக்கு evening gym-ku போகலாம்னு இருக்கேன், கொஞ்சம் tension release-aagum. After that, pizza order பண்ணலாம்-la? ரொம்ப hungry-aa இருக்கு!"
892,"ஹாய்! இந்த new phone-u வாங்குனதுக்கு அப்பறம், camera quality கொஞ்சம் confusion-nu இருக்கு. சரியா focus ஆகுற மாதிரி இல்ல. சரி பண்ண ஏதாவது settings இருக்கான்னு பாக்கணும். YouTube-la tutorials பார்க்கலாமா? இல்ல, service center-ku போகணுமா nu யோசிக்கிறேன். ரொம்ப irritate-aa இருக்கு boss! வேற வழி இல்லாட்டி, பழைய phone-a use பண்ண வேண்டியதுதான்."
893,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது. Battery ரொம்ப weak-aa இருக்குற மாதிரி தெரியுது. கொஞ்சம் புது phone வாங்கலாமா-nu யோசிச்சுட்டு இருக்கேன். Samsung-la latest model வந்திருக்கேன்னு கேள்விப்பட்டேன்-u, பாக்கலாம். ஆனா, price கொஞ்சம் high-aa இருக்குற மாதிரி தான் ஞாபகம்  சரி விடுங்க, சார்ஜ் ஏறிட்டா போதும். அப்புறம் யோசிக்கலாம்-u."
894,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்ட உடனே down ஆயிடுது! ரொம்ப frustration-aa இருக்கு. சரி, weekend-la எங்காவது drive-க்கு போகலாம்னு இருக்கேன். Mahabalipuram-ku polama-aa ? Beach-la cool breeze-u enjoy பண்ணலாம். கொஞ்சம் relax-aa இருக்கும்னு நினைக்கிறேன், என்ன சொல்றீங்க? Best idea-nu தோணுது."
895,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம், battery life ரொம்ப disappointment-aa இருக்கு. சார்ஜ் பண்ணியே இருக்கணும்.  நேத்து movie பார்க்க போனப்போ, cinema-la sound சரியா இல்ல. ரொம்ப disturb பண்ணுச்சு. ஆனா plot twist ஒரு दम! அப்புறம், tomorrow Chennai-ku train book பண்ணனும். टिकट கிடைக்குமான்னு கொஞ்சம் tension-aa இருக்கு nu தோணுது. சரி, இப்ப coffee குடிக்கலாம்."
896,"அடப்பாவி! இந்த new phone-u வாங்குனதுல ஒரே confusion-nu இருக்கு. Camera quality கொஞ்சம் disappointing-aa இருக்கு. அதோட battery life ரொம்ப worst-u. சரி, விடுங்க. Weekend-la Chennai-ku trip plan பண்ணலாம்-aa? Mama veetu-ku pizza order பண்ணலாம்-u, ரொம்ப days ಆಯ್ತು. என்ன சொல்றீங்க?"
897,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்டாலும் சீக்கிரமே down ஆயிடுது. கடைக்கு போய் exchange- பண்ணலாமா-nu யோசிக்கிறேன். இல்லன்னா வேற model வாங்கலாம்னு இருக்கேன். கொஞ்சம் confusion-nu இருக்கு. Mama, உங்களுக்கு ஏதாவது idea இருக்கா? இந்த problem-u எப்படி solve பண்ணலாம்?"
898,"அடேங்கப்பா, இந்த new phone-u வாங்கியதுல ஒரே confusion-nu இருக்கு. Camera quality சூப்பரா இருக்கு, but battery life ரொம்ப disappointment-aa இருக்கு தெரியுமா? சார்ஜ் போடுறதுக்குள்ள நேரம் இல்ல.  அப்புறம், app store-la ஏதோ update இருக்குன்னு சொல்லுது. Download பண்ணலாமா இல்ல விடுறலாமா-aa? எனக்கு கொஞ்சம் doubt-u."
899,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்டா two hours-la தீர்ந்து போகுது! என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. App settings எல்லாம் check பண்ணிட்டேன், எதுவும் correct-u இல்ல. கடைக்கு போகணும் போல இருக்கு warranty இருக்கான்னு பார்க்க. வேற phone வாங்கலாமா-nu யோசிக்கிறேன், ஆனா இது camera ரொம்ப best-u!"
900,"சினிமா tickets book பண்ண மறந்துட்டேன்! Seriously, என்ன confusion-nu? Weekend-la ஒரு நல்ல movie பார்க்கணும்னு நெனச்சேன். அந்த *Ponniyin Selvan* second part-u ரொம்ப hype-aa இருக்குல்ல? Friends எல்லாரும் போறாங்களாம். ஆனா online booking-la seats full-aa இருக்கு! ஏதோ last minute கிடைக்க வாய்ப்பு இருக்குனு நம்புறேன். Otherwise, வேற movie plan பண்ணலாம்-u."
901,"எங்க app update-nu வந்திருக்கு, ஆனா install பண்ண கொஞ்சம் confusion-na இருக்கு. User reviews படி கொஞ்சம் slow-aa இருக்காம். சரி, பரவாயில்லை-னு நினைக்கிறேன். Weekend-la ஊட்டி trip plan பண்ணலாம்-u, tickets book பண்ணிட்டேன். Hotel rooms find பண்ண கொஞ்சம் difficult-aa இருந்துச்சு, but finally கிடைச்சிடுச்சு. Weekend-ku ready-a?"
902,"அடப்பாவி! இந்த new phone-u சார்ஜ் ஆகவே மாட்டேங்குது. Battery life ரொம்ப worst-aa இருக்கு. எப்ப பாரு charge பண்ணிக்கிட்டே இருக்கணும்.  சரி, இனிமே power bank வாங்க வேண்டியதுதான். அதுவரைக்கும் கொஞ்சம் பொறுத்துக்கலாம்-nu தான் பாரு. அம்மா கிட்ட help கேட்கலாமா-aa? ஆனா அவங்க கண்டிப்பா scold பண்ணுவாங்க. என்ன பண்றது-U?"
903,"சரி, இந்த weekend Goa-ku trip plan பண்ணலாம்னு இருக்கேன். Flight tickets book செஞ்சுட்டேன், almost confirm-u. Hotel கொஞ்சம் confusion-nu இருக்கு, reviews சரியா இல்ல. நீ Goa-la எப்போயாவது போயிருக்கியா? ஏதாவது best places suggest பண்ணு. கொஞ்சம் spicy food கிடைக்கிற மாதிரி restaurant-u தேடணும், சரியா? Then beach-la chill பண்ணலாம்."
